Indent_ID,Truck_Number,Customer_ID,Cluster_ID,MS_Requirement,HSD_Requirement,LDO_Requirement,FO_Requirement,LSHS_Requirement,SKO_Requirement,Latitude,Longitude,Sealing_Status,Customer_Satisfaction,Truck_Capacity
INDENT13644,Cluster44_Truck874,Customer1644,Cluster44,50.2,12.05,44.27,57.06,37.09,59.96,22.176933,84.795082,Sealed,Good,350.0
INDENT15744,Cluster44_Truck874,Customer1744,Cluster44,39.81,9.5,12.41,12.0,8.14,35.17,28.412721,82.674851,Sealed,Good,350.0
INDENT16144,Cluster44_Truck874,Customer144,Cluster44,27.08,25.61,1.06,49.13,1.2,4.89,17.220649,87.823233,Sealed,Good,350.0
INDENT16944,Cluster44_Truck874,Customer944,Cluster44,37.21,41.81,44.15,0.62,38.8,46.27,23.840549,86.96847,Sealed,Good,350.0
INDENT17944,Cluster44_Truck874,Customer1944,Cluster44,21.83,10.18,11.63,35.09,10.26,17.79,25.055602,70.970722,Not Sealed,Bad,350.0
INDENT1248,Cluster48_Truck943,Customer1248,Cluster48,33.64,10.59,1.38,16.19,48.04,41.89,20.11093,86.289322,Sealed,Good,410.0
INDENT6248,Cluster48_Truck943,Customer248,Cluster48,40.12,16.5,41.14,30.0,51.9,47.54,12.364942,79.782819,Sealed,Good,410.0
INDENT6548,Cluster48_Truck943,Customer548,Cluster48,3.03,52.54,6.51,53.84,4.53,45.51,13.880751,75.119063,Sealed,Good,410.0
INDENT7248,Cluster48_Truck943,Customer1248,Cluster48,22.86,51.03,15.41,1.86,25.42,44.62,23.787245,89.342775,Not Sealed,Perfect,410.0
INDENT7948,Cluster48_Truck943,Customer1948,Cluster48,46.43,50.89,4.55,56.22,57.6,26.5,11.416895,73.540533,Sealed,Good,410.0
INDENT9448,Cluster48_Truck943,Customer1448,Cluster48,26.66,35.75,24.64,13.33,1.74,12.61,27.91306,83.269938,Sealed,Good,410.0
INDENT10348,Cluster48_Truck943,Customer348,Cluster48,29.52,44.31,26.64,10.4,56.81,41.21,21.063544,79.988426,Sealed,Good,410.0
INDENT12748,Cluster48_Truck943,Customer748,Cluster48,18.04,48.57,53.6,52.22,53.12,56.48,28.158188,88.0362,Sealed,Good,410.0
INDENT16248,Cluster48_Truck943,Customer248,Cluster48,5.45,6.23,4.81,11.89,24.32,39.36,25.688935,78.265814,Not Sealed,Good,410.0
INDENT16948,Cluster48_Truck943,Customer948,Cluster48,3.18,48.76,15.84,37.58,50.88,38.96,10.196084,85.782017,Not Sealed,Moderate,410.0
INDENT17248,Cluster48_Truck943,Customer1248,Cluster48,25.5,3.36,20.1,1.35,13.17,12.5,18.905907,81.85615,Not Sealed,Perfect,410.0
INDENT17948,Cluster48_Truck943,Customer1948,Cluster48,33.68,6.43,40.34,50.3,6.1,0.69,24.116152,77.159752,Sealed,Good,410.0
INDENT1249,Cluster49_Truck969,Customer1249,Cluster49,22.91,38.55,37.97,34.75,42.55,28.02,22.512681,86.674045,Not Sealed,Perfect,300.0
INDENT3849,Cluster49_Truck969,Customer1849,Cluster49,13.95,42.4,20.32,0.62,47.33,17.55,10.603483,89.869228,Not Sealed,Moderate,300.0
INDENT4749,Cluster49_Truck969,Customer749,Cluster49,44.04,5.08,48.32,6.67,51.24,19.79,20.905775,81.937364,Not Sealed,Bad,300.0
INDENT10549,Cluster49_Truck969,Customer549,Cluster49,9.47,20.45,12.0,46.87,1.3,35.92,22.790088,73.18865,Sealed,Good,300.0
INDENT10649,Cluster49_Truck969,Customer649,Cluster49,10.01,21.2,3.83,38.6,32.35,26.01,29.33014,82.756515,Not Sealed,Good,300.0
INDENT11149,Cluster49_Truck969,Customer1149,Cluster49,3.52,38.19,59.54,17.83,55.09,56.62,16.122021,87.066778,Not Sealed,Perfect,300.0
INDENT12649,Cluster49_Truck969,Customer649,Cluster49,37.42,34.64,54.05,20.78,0.1,57.33,27.200019,76.588436,Sealed,Good,300.0
INDENT13349,Cluster49_Truck969,Customer1349,Cluster49,24.83,7.96,35.79,10.71,18.14,36.42,26.05017,80.428973,Not Sealed,Bad,300.0
INDENT14249,Cluster49_Truck969,Customer249,Cluster49,25.58,4.45,0.13,25.66,43.78,17.66,12.778686,86.95496,Not Sealed,Moderate,300.0
INDENT1250,Cluster50_Truck993,Customer1250,Cluster50,30.57,36.1,19.87,53.65,35.81,4.24,28.408786,79.936041,Not Sealed,Perfect,410.0
INDENT1450,Cluster50_Truck993,Customer1450,Cluster50,3.03,39.95,51.06,49.91,16.23,17.52,27.40653,88.72983,Not Sealed,Good,410.0
INDENT1850,Cluster50_Truck993,Customer1850,Cluster50,58.19,56.2,20.53,25.38,52.46,39.14,22.683379,78.66865,Sealed,Good,410.0
INDENT1950,Cluster50_Truck993,Customer1950,Cluster50,18.11,45.51,22.64,32.29,46.86,59.89,13.889476,88.748808,Not Sealed,Moderate,410.0
INDENT4550,Cluster50_Truck993,Customer550,Cluster50,40.2,45.79,55.16,58.29,48.43,48.5,23.487598,85.234077,Sealed,Good,410.0
INDENT5150,Cluster50_Truck993,Customer1150,Cluster50,48.03,2.13,7.2,0.59,33.93,5.04,16.326428,85.225646,Not Sealed,Perfect,410.0
INDENT10150,Cluster50_Truck993,Customer150,Cluster50,34.32,0.67,45.57,50.86,52.32,44.62,13.761909,83.99267,Sealed,Good,410.0
INDENT11550,Cluster50_Truck993,Customer1550,Cluster50,53.44,25.03,44.18,37.41,12.84,49.86,25.591087,82.352148,Not Sealed,Good,410.0
INDENT12650,Cluster50_Truck993,Customer650,Cluster50,54.55,39.99,3.6,25.23,21.02,39.86,15.908977,77.081633,Not Sealed,Perfect,410.0
INDENT13750,Cluster50_Truck993,Customer1750,Cluster50,40.54,21.64,49.39,22.01,20.93,11.68,18.79007,81.667551,Not Sealed,Bad,410.0
INDENT14650,Cluster50_Truck993,Customer650,Cluster50,24.3,9.57,53.88,54.37,13.49,55.79,14.462388,78.404331,Sealed,Good,410.0
INDENT1251,Cluster51_Truck1002,Customer1251,Cluster51,3.45,12.45,21.58,34.62,18.62,25.73,26.291105,80.151847,Not Sealed,Moderate,260.0
INDENT5351,Cluster51_Truck1002,Customer1351,Cluster51,5.94,3.86,11.29,59.56,59.38,57.09,20.290604,88.896527,Sealed,Good,260.0
INDENT7051,Cluster51_Truck1002,Customer1051,Cluster51,6.21,11.96,31.7,36.62,29.74,8.66,17.722492,72.872015,Not Sealed,Perfect,260.0
INDENT8951,Cluster51_Truck1002,Customer951,Cluster51,10.81,39.13,26.88,35.22,21.72,58.59,28.947028,83.768404,Not Sealed,Perfect,260.0
INDENT9551,Cluster51_Truck1002,Customer1551,Cluster51,24.67,13.77,33.19,26.15,28.79,50.98,26.42513,84.11303,Sealed,Good,260.0
INDENT10951,Cluster51_Truck1002,Customer951,Cluster51,57.23,56.08,25.79,1.49,42.35,19.3,10.777293,78.09809,Not Sealed,Moderate,260.0
INDENT15251,Cluster51_Truck1002,Customer1251,Cluster51,29.84,54.79,57.22,21.28,56.27,17.37,18.023805,73.230103,Sealed,Good,260.0
INDENT1252,Cluster52_Truck1034,Customer1252,Cluster52,33.35,22.49,49.27,31.17,56.74,29.07,10.963995,75.824079,Not Sealed,Good,230.0
INDENT9952,Cluster52_Truck1034,Customer1952,Cluster52,18.85,56.12,9.93,41.15,8.81,6.06,26.810822,71.64126,Not Sealed,Good,230.0
INDENT10752,Cluster52_Truck1034,Customer752,Cluster52,18.91,53.67,17.12,7.23,28.26,7.37,16.553332,80.39854,Not Sealed,Moderate,230.0
INDENT16452,Cluster52_Truck1034,Customer452,Cluster52,39.35,31.97,28.44,49.14,24.52,11.01,14.740024,88.203439,Not Sealed,Perfect,230.0
INDENT17852,Cluster52_Truck1034,Customer1852,Cluster52,28.12,57.15,50.59,26.3,54.92,28.06,18.940896,85.02568,Sealed,Good,230.0
INDENT1253,Cluster53_Truck1053,Customer1253,Cluster53,35.84,38.68,18.05,3.38,15.21,3.29,13.1177,81.961825,Not Sealed,Moderate,520.0
INDENT1353,Cluster53_Truck1053,Customer1353,Cluster53,7.34,48.71,35.29,10.02,10.86,46.34,13.746086,81.854816,Sealed,Good,520.0
INDENT1853,Cluster53_Truck1053,Customer1853,Cluster53,7.62,10.88,49.79,53.84,47.21,55.54,24.522529,82.016224,Sealed,Good,520.0
INDENT5653,Cluster53_Truck1053,Customer1653,Cluster53,10.37,46.39,26.39,32.16,43.84,38.52,20.434023,89.055865,Not Sealed,Bad,520.0
INDENT5953,Cluster53_Truck1053,Customer1953,Cluster53,26.51,2.88,11.07,34.39,42.6,29.95,27.108618,82.975045,Sealed,Good,520.0
INDENT7853,Cluster53_Truck1053,Customer1853,Cluster53,36.17,53.23,58.26,41.85,27.55,6.74,15.388574,77.942861,Not Sealed,Moderate,520.0
INDENT8453,Cluster53_Truck1053,Customer453,Cluster53,18.31,56.72,22.99,17.18,7.7,55.18,22.099793,77.230941,Sealed,Good,520.0
INDENT10053,Cluster53_Truck1053,Customer53,Cluster53,57.21,50.62,29.61,16.29,42.43,45.94,11.077374,76.98682,Not Sealed,Good,520.0
INDENT10353,Cluster53_Truck1053,Customer353,Cluster53,23.29,48.45,49.08,41.66,24.86,3.08,19.941558,83.357634,Sealed,Good,520.0
INDENT12353,Cluster53_Truck1053,Customer353,Cluster53,27.66,15.29,32.67,47.64,54.1,54.06,28.084609,78.149185,Sealed,Good,520.0
INDENT15053,Cluster53_Truck1053,Customer1053,Cluster53,4.0,59.0,41.89,25.33,59.68,53.25,17.472786,82.85132,Sealed,Good,520.0
INDENT16553,Cluster53_Truck1053,Customer553,Cluster53,11.61,40.82,35.25,36.06,0.9,0.53,25.47447,76.740553,Not Sealed,Perfect,520.0
INDENT16653,Cluster53_Truck1053,Customer653,Cluster53,19.81,45.93,48.94,47.48,34.36,6.93,14.94283,71.314598,Sealed,Good,520.0
INDENT1254,Cluster54_Truck1070,Customer1254,Cluster54,35.64,37.42,47.32,27.26,6.22,46.61,10.934013,77.649594,Not Sealed,Bad,510.0
INDENT1554,Cluster54_Truck1070,Customer1554,Cluster54,12.94,43.25,52.53,58.55,18.96,12.97,16.482715,81.217315,Not Sealed,Good,510.0
INDENT3154,Cluster54_Truck1070,Customer1154,Cluster54,7.25,32.6,24.53,30.93,34.8,57.59,10.269227,82.188177,Not Sealed,Moderate,510.0
INDENT5654,Cluster54_Truck1070,Customer1654,Cluster54,56.6,48.3,1.92,30.01,7.33,2.89,12.145825,71.695091,Not Sealed,Moderate,510.0
INDENT6354,Cluster54_Truck1070,Customer354,Cluster54,43.12,26.65,42.33,14.98,7.19,30.54,16.644409,84.196597,Not Sealed,Bad,510.0
INDENT6454,Cluster54_Truck1070,Customer454,Cluster54,57.79,50.88,12.61,25.31,16.79,37.45,27.587762,82.555872,Not Sealed,Moderate,510.0
INDENT7654,Cluster54_Truck1070,Customer1654,Cluster54,20.41,16.01,44.56,30.28,34.55,47.46,17.327009,78.250213,Not Sealed,Perfect,510.0
INDENT9154,Cluster54_Truck1070,Customer1154,Cluster54,33.75,22.38,52.65,35.48,43.07,7.4,19.677129,77.453407,Sealed,Good,510.0
INDENT9354,Cluster54_Truck1070,Customer1354,Cluster54,4.24,10.02,16.57,44.07,40.19,16.93,25.455406,79.231279,Sealed,Good,510.0
INDENT10554,Cluster54_Truck1070,Customer554,Cluster54,14.82,19.88,3.03,39.77,8.85,35.21,14.602678,73.705149,Not Sealed,Perfect,510.0
INDENT11054,Cluster54_Truck1070,Customer1054,Cluster54,2.39,5.71,31.3,1.51,38.79,22.92,27.194477,76.66051,Not Sealed,Moderate,510.0
INDENT13254,Cluster54_Truck1070,Customer1254,Cluster54,36.69,49.59,39.55,59.36,37.26,16.81,22.725128,81.952683,Not Sealed,Bad,510.0
INDENT13954,Cluster54_Truck1070,Customer1954,Cluster54,28.2,20.45,57.38,48.45,10.5,7.7,12.122489,79.793777,Sealed,Good,510.0
INDENT14954,Cluster54_Truck1070,Customer954,Cluster54,31.54,53.97,5.13,55.34,29.2,11.57,21.529716,84.977774,Not Sealed,Good,510.0
INDENT16354,Cluster54_Truck1070,Customer354,Cluster54,16.58,54.75,37.79,8.66,44.75,24.07,17.426267,76.467142,Not Sealed,Perfect,510.0
INDENT1256,Cluster56_Truck1105,Customer1256,Cluster56,26.73,56.83,23.94,8.2,21.57,41.71,29.369285,88.157754,Not Sealed,Perfect,430.0
INDENT3556,Cluster56_Truck1105,Customer1556,Cluster56,15.91,54.18,36.07,36.18,24.11,58.08,23.325765,70.819334,Not Sealed,Bad,430.0
INDENT6856,Cluster56_Truck1105,Customer856,Cluster56,2.98,32.65,2.03,54.12,21.51,33.84,11.441369,74.980566,Sealed,Good,430.0
INDENT7556,Cluster56_Truck1105,Customer1556,Cluster56,22.35,37.6,45.85,13.76,36.76,8.47,16.705739,82.128994,Not Sealed,Bad,430.0
INDENT7656,Cluster56_Truck1105,Customer1656,Cluster56,54.71,37.45,34.98,47.38,43.78,59.84,26.415115,75.888136,Sealed,Good,430.0
INDENT8556,Cluster56_Truck1105,Customer556,Cluster56,52.48,40.4,59.6,5.48,12.62,4.57,17.163611,80.853782,Sealed,Good,430.0
INDENT9256,Cluster56_Truck1105,Customer1256,Cluster56,17.22,19.12,33.74,46.38,5.71,22.42,12.93629,75.480663,Sealed,Good,430.0
INDENT9456,Cluster56_Truck1105,Customer1456,Cluster56,37.51,38.09,53.54,6.07,2.47,51.83,11.639963,76.992901,Not Sealed,Bad,430.0
INDENT13756,Cluster56_Truck1105,Customer1756,Cluster56,57.71,5.63,39.66,40.31,31.73,41.13,15.05297,84.280135,Sealed,Good,430.0
INDENT13856,Cluster56_Truck1105,Customer1856,Cluster56,58.01,33.35,18.34,52.17,40.45,9.51,12.058795,80.929132,Not Sealed,Bad,430.0
INDENT17256,Cluster56_Truck1105,Customer1256,Cluster56,45.31,13.13,22.8,51.14,40.9,47.31,20.374939,71.116946,Sealed,Good,430.0
INDENT17656,Cluster56_Truck1105,Customer1656,Cluster56,32.78,26.48,58.26,42.29,9.14,24.77,11.427468,87.768354,Sealed,Good,430.0
INDENT1258,Cluster58_Truck1148,Customer1258,Cluster58,12.32,21.32,37.47,16.36,42.67,37.61,25.644808,77.068307,Not Sealed,Bad,290.0
INDENT4358,Cluster58_Truck1148,Customer358,Cluster58,4.37,0.42,10.71,6.64,48.78,19.73,28.425089,75.480376,Sealed,Good,290.0
INDENT4958,Cluster58_Truck1148,Customer958,Cluster58,0.82,45.78,41.52,50.59,48.03,9.73,11.21534,70.397474,Not Sealed,Good,290.0
INDENT5358,Cluster58_Truck1148,Customer1358,Cluster58,24.8,43.59,50.41,1.01,23.04,34.15,21.684778,76.163862,Not Sealed,Moderate,290.0
INDENT8158,Cluster58_Truck1148,Customer158,Cluster58,39.35,48.54,31.28,39.76,29.89,24.44,24.26353,75.61442,Sealed,Good,290.0
INDENT9158,Cluster58_Truck1148,Customer1158,Cluster58,46.26,59.75,11.97,55.6,36.12,30.45,22.812536,88.735195,Sealed,Good,290.0
INDENT13058,Cluster58_Truck1148,Customer1058,Cluster58,7.5,16.98,49.27,38.95,16.6,31.82,20.926953,89.600943,Not Sealed,Moderate,290.0
INDENT15158,Cluster58_Truck1148,Customer1158,Cluster58,22.2,45.05,41.07,34.01,44.6,25.27,25.959164,78.002246,Sealed,Good,290.0
INDENT1259,Cluster59_Truck1176,Customer1259,Cluster59,58.08,35.41,34.68,32.2,3.14,8.42,10.292482,75.917559,Not Sealed,Moderate,400.0
INDENT3259,Cluster59_Truck1176,Customer1259,Cluster59,40.34,45.47,21.04,0.66,56.61,2.26,23.110926,77.698794,Not Sealed,Perfect,400.0
INDENT3559,Cluster59_Truck1176,Customer1559,Cluster59,0.59,14.97,50.49,42.26,30.86,55.62,21.099637,74.572835,Sealed,Good,400.0
INDENT5359,Cluster59_Truck1176,Customer1359,Cluster59,8.69,39.15,23.83,52.42,25.1,1.25,20.190193,72.558753,Not Sealed,Good,400.0
INDENT5559,Cluster59_Truck1176,Customer1559,Cluster59,44.64,22.82,4.34,43.77,29.58,45.7,20.52212,88.811873,Not Sealed,Moderate,400.0
INDENT8759,Cluster59_Truck1176,Customer759,Cluster59,32.58,4.54,59.66,31.14,26.74,1.32,10.861618,77.114057,Not Sealed,Moderate,400.0
INDENT9659,Cluster59_Truck1176,Customer1659,Cluster59,59.87,12.42,31.61,39.63,53.03,10.56,11.937387,76.308848,Not Sealed,Good,400.0
INDENT9859,Cluster59_Truck1176,Customer1859,Cluster59,41.31,39.13,18.29,7.9,50.84,25.15,29.191621,78.423548,Not Sealed,Good,400.0
INDENT15459,Cluster59_Truck1176,Customer1459,Cluster59,55.84,35.12,3.98,15.52,31.46,4.11,28.307086,78.228052,Sealed,Good,400.0
INDENT17559,Cluster59_Truck1176,Customer1559,Cluster59,51.34,28.63,29.18,52.47,18.19,48.03,24.336912,75.32192,Sealed,Good,400.0
INDENT1260,Cluster60_Truck1190,Customer1260,Cluster60,34.32,21.38,49.63,31.99,8.4,3.4,27.324281,85.540324,Not Sealed,Bad,380.0
INDENT2060,Cluster60_Truck1190,Customer60,Cluster60,27.15,36.27,33.26,33.25,6.3,17.06,13.314882,78.456496,Sealed,Good,380.0
INDENT2160,Cluster60_Truck1190,Customer160,Cluster60,48.93,47.24,40.74,15.15,58.96,35.05,24.506087,85.112847,Not Sealed,Good,380.0
INDENT6860,Cluster60_Truck1190,Customer860,Cluster60,26.12,28.63,43.38,28.21,17.25,20.68,15.788809,88.242562,Not Sealed,Good,380.0
INDENT7260,Cluster60_Truck1190,Customer1260,Cluster60,53.91,5.37,26.59,47.94,53.07,4.83,16.932677,70.833911,Sealed,Good,380.0
INDENT9960,Cluster60_Truck1190,Customer1960,Cluster60,43.11,34.08,31.98,19.81,14.69,7.17,12.101483,82.72357,Sealed,Good,380.0
INDENT11760,Cluster60_Truck1190,Customer1760,Cluster60,5.62,23.05,26.29,47.03,44.36,42.31,23.570253,86.271241,Not Sealed,Bad,380.0
INDENT12160,Cluster60_Truck1190,Customer160,Cluster60,38.18,7.75,15.45,18.22,33.51,23.37,27.137597,73.275069,Sealed,Good,380.0
INDENT14660,Cluster60_Truck1190,Customer660,Cluster60,53.17,51.4,11.96,30.38,59.36,43.24,26.954818,81.905373,Sealed,Good,380.0
INDENT17160,Cluster60_Truck1190,Customer1160,Cluster60,47.37,29.26,47.99,43.01,37.54,46.75,28.872792,79.092807,Not Sealed,Perfect,380.0
INDENT1262,Cluster62_Truck1226,Customer1262,Cluster62,52.22,17.39,32.16,58.09,51.83,12.44,12.347288,88.977436,Sealed,Good,330.0
INDENT1962,Cluster62_Truck1226,Customer1962,Cluster62,8.44,25.77,58.03,9.17,36.72,45.69,28.820248,81.998486,Not Sealed,Bad,330.0
INDENT2062,Cluster62_Truck1226,Customer62,Cluster62,42.25,17.68,10.45,30.28,9.05,16.95,11.757773,87.94474,Not Sealed,Perfect,330.0
INDENT8062,Cluster62_Truck1226,Customer62,Cluster62,31.64,28.64,26.19,34.51,11.98,4.39,24.220716,82.21848,Not Sealed,Bad,330.0
INDENT9962,Cluster62_Truck1226,Customer1962,Cluster62,31.44,5.99,51.07,27.07,41.15,24.01,29.623164,76.940567,Sealed,Good,330.0
INDENT11462,Cluster62_Truck1226,Customer1462,Cluster62,14.06,24.17,9.78,0.49,47.76,56.27,21.642771,72.010323,Sealed,Good,330.0
INDENT12662,Cluster62_Truck1226,Customer662,Cluster62,7.24,3.51,56.17,17.92,33.03,4.82,19.981748,87.264848,Not Sealed,Perfect,330.0
INDENT13062,Cluster62_Truck1226,Customer1062,Cluster62,40.9,42.72,25.31,16.05,14.84,32.67,21.861142,83.45884,Not Sealed,Moderate,330.0
INDENT13962,Cluster62_Truck1226,Customer1962,Cluster62,49.09,47.48,40.62,40.62,32.2,57.26,24.678776,73.451704,Not Sealed,Moderate,330.0
INDENT15862,Cluster62_Truck1226,Customer1862,Cluster62,33.05,20.31,15.68,0.44,16.12,54.79,25.349811,81.620047,Not Sealed,Bad,330.0
INDENT1263,Cluster63_Truck1255,Customer1263,Cluster63,33.94,18.19,44.95,30.54,3.0,26.96,16.639222,84.969028,Not Sealed,Perfect,250.0
INDENT1463,Cluster63_Truck1255,Customer1463,Cluster63,29.8,25.34,11.29,51.32,32.95,47.75,29.428832,89.523245,Not Sealed,Bad,250.0
INDENT3863,Cluster63_Truck1255,Customer1863,Cluster63,22.12,2.35,26.45,52.13,59.27,31.13,21.629852,75.592612,Not Sealed,Bad,250.0
INDENT5663,Cluster63_Truck1255,Customer1663,Cluster63,21.88,27.23,11.06,18.56,24.16,24.85,19.156526,85.706131,Not Sealed,Good,250.0
INDENT10763,Cluster63_Truck1255,Customer763,Cluster63,45.72,6.42,17.26,39.98,15.7,51.12,12.202367,88.930115,Not Sealed,Good,250.0
INDENT15563,Cluster63_Truck1255,Customer1563,Cluster63,18.02,15.72,35.48,50.58,44.29,55.4,25.763572,80.050934,Not Sealed,Moderate,250.0
INDENT1265,Cluster65_Truck1298,Customer1265,Cluster65,36.68,34.77,34.8,41.45,13.8,55.66,11.225435,74.067304,Sealed,Good,340.0
INDENT1465,Cluster65_Truck1298,Customer1465,Cluster65,15.79,19.73,55.58,42.51,27.08,58.86,25.063002,74.442784,Not Sealed,Perfect,340.0
INDENT2165,Cluster65_Truck1298,Customer165,Cluster65,39.71,20.59,52.45,26.55,45.23,3.95,28.44491,74.397608,Sealed,Good,340.0
INDENT3465,Cluster65_Truck1298,Customer1465,Cluster65,38.78,51.85,53.91,34.38,19.61,38.21,29.919132,86.376624,Sealed,Good,340.0
INDENT4265,Cluster65_Truck1298,Customer265,Cluster65,8.74,50.47,42.4,27.2,7.02,59.23,25.543685,76.239775,Not Sealed,Perfect,340.0
INDENT8165,Cluster65_Truck1298,Customer165,Cluster65,27.27,29.01,1.73,54.14,20.44,39.83,24.213491,87.250266,Sealed,Good,340.0
INDENT12165,Cluster65_Truck1298,Customer165,Cluster65,42.54,18.33,6.61,31.92,23.02,31.17,12.563561,83.724121,Sealed,Good,340.0
INDENT13265,Cluster65_Truck1298,Customer1265,Cluster65,47.07,40.56,13.79,41.3,37.48,20.89,29.143869,87.64995,Sealed,Good,340.0
INDENT15765,Cluster65_Truck1298,Customer1765,Cluster65,58.57,36.66,49.96,24.53,10.71,31.11,28.400889,89.376704,Not Sealed,Good,340.0
INDENT1266,Cluster66_Truck1306,Customer1266,Cluster66,1.41,30.0,21.37,3.43,52.17,23.03,14.860065,71.47417,Sealed,Good,340.0
INDENT5366,Cluster66_Truck1306,Customer1366,Cluster66,15.19,9.85,54.69,6.75,57.81,2.28,19.027602,82.552072,Sealed,Good,340.0
INDENT6866,Cluster66_Truck1306,Customer866,Cluster66,2.22,12.87,32.51,55.26,7.36,56.92,18.345324,71.008721,Not Sealed,Moderate,340.0
INDENT6966,Cluster66_Truck1306,Customer966,Cluster66,20.77,8.21,1.64,38.62,16.81,19.89,12.234662,71.231776,Sealed,Good,340.0
INDENT10766,Cluster66_Truck1306,Customer766,Cluster66,39.07,10.93,10.87,0.73,23.36,6.83,25.633501,76.713107,Sealed,Good,340.0
INDENT11166,Cluster66_Truck1306,Customer1166,Cluster66,57.24,10.79,14.38,33.87,48.61,19.49,26.083362,82.968109,Not Sealed,Perfect,340.0
INDENT12766,Cluster66_Truck1306,Customer766,Cluster66,43.02,28.8,45.69,45.91,56.43,50.39,17.669473,81.190742,Not Sealed,Moderate,340.0
INDENT16266,Cluster66_Truck1306,Customer266,Cluster66,54.71,10.17,41.63,21.65,27.06,17.23,20.908872,81.416529,Sealed,Good,340.0
INDENT17366,Cluster66_Truck1306,Customer1366,Cluster66,36.44,7.14,12.53,51.27,36.17,40.72,24.293756,79.874608,Not Sealed,Moderate,340.0
INDENT17566,Cluster66_Truck1306,Customer1566,Cluster66,32.22,15.02,32.7,23.1,8.19,37.32,29.575871,73.921108,Not Sealed,Bad,340.0
INDENT1267,Cluster67_Truck1324,Customer1267,Cluster67,16.15,46.94,5.33,25.59,51.19,29.56,12.732991,81.874185,Not Sealed,Bad,220.0
INDENT2567,Cluster67_Truck1324,Customer567,Cluster67,52.52,31.66,44.34,14.35,13.6,10.57,17.501586,78.616506,Sealed,Good,220.0
INDENT5167,Cluster67_Truck1324,Customer1167,Cluster67,18.58,59.63,0.13,19.09,22.85,27.1,14.962026,86.639895,Sealed,Good,220.0
INDENT11067,Cluster67_Truck1324,Customer1067,Cluster67,2.06,28.24,22.41,15.06,35.35,28.36,10.09448,72.332869,Not Sealed,Good,220.0
INDENT14567,Cluster67_Truck1324,Customer567,Cluster67,4.0,50.01,21.19,39.86,55.66,12.09,12.079456,81.478328,Not Sealed,Good,220.0
INDENT1270,Cluster70_Truck1394,Customer1270,Cluster70,36.85,50.1,22.79,54.39,19.04,52.24,10.737261,82.709159,Sealed,Good,590.0
INDENT2670,Cluster70_Truck1394,Customer670,Cluster70,53.74,15.99,58.17,21.97,26.39,55.76,24.343226,73.780254,Not Sealed,Perfect,590.0
INDENT5470,Cluster70_Truck1394,Customer1470,Cluster70,31.6,11.88,43.19,38.49,10.7,34.19,22.088061,72.715652,Sealed,Good,590.0
INDENT5570,Cluster70_Truck1394,Customer1570,Cluster70,49.57,10.94,56.99,3.09,38.14,12.85,20.721617,70.001518,Not Sealed,Perfect,590.0
INDENT6170,Cluster70_Truck1394,Customer170,Cluster70,13.77,56.59,49.84,7.73,3.63,58.13,22.291284,75.868343,Not Sealed,Moderate,590.0
INDENT7770,Cluster70_Truck1394,Customer1770,Cluster70,48.98,59.4,52.18,21.85,36.63,27.18,17.803533,75.779645,Not Sealed,Perfect,590.0
INDENT8070,Cluster70_Truck1394,Customer70,Cluster70,18.48,59.14,25.33,9.41,42.18,16.79,10.22796,81.483854,Not Sealed,Bad,590.0
INDENT9070,Cluster70_Truck1394,Customer1070,Cluster70,43.21,24.73,45.78,36.97,39.89,0.08,10.528608,77.044821,Not Sealed,Bad,590.0
INDENT11170,Cluster70_Truck1394,Customer1170,Cluster70,28.47,15.15,3.36,23.44,11.35,43.95,13.213111,83.940298,Not Sealed,Perfect,590.0
INDENT13370,Cluster70_Truck1394,Customer1370,Cluster70,16.7,23.4,50.94,7.85,25.11,8.3,10.192482,86.470144,Sealed,Good,590.0
INDENT13870,Cluster70_Truck1394,Customer1870,Cluster70,47.88,46.91,57.15,23.27,41.16,5.2,12.922213,88.435374,Sealed,Good,590.0
INDENT15370,Cluster70_Truck1394,Customer1370,Cluster70,19.19,41.22,15.14,22.63,32.25,50.14,18.292591,85.583921,Sealed,Good,590.0
INDENT16470,Cluster70_Truck1394,Customer470,Cluster70,45.68,37.41,22.88,19.75,42.86,31.77,19.738018,82.366341,Sealed,Good,590.0
INDENT16870,Cluster70_Truck1394,Customer870,Cluster70,48.68,14.26,42.57,53.77,56.91,36.14,18.083687,72.250466,Sealed,Good,590.0
INDENT17370,Cluster70_Truck1394,Customer1370,Cluster70,20.64,40.85,37.11,58.9,23.5,22.87,17.368811,74.492769,Not Sealed,Perfect,590.0
INDENT1272,Cluster72_Truck1437,Customer1272,Cluster72,52.65,7.74,59.3,31.11,59.89,52.33,21.790482,73.088155,Sealed,Good,290.0
INDENT3072,Cluster72_Truck1437,Customer1072,Cluster72,29.44,47.34,40.64,56.08,29.86,8.37,15.513627,85.500121,Not Sealed,Perfect,290.0
INDENT4772,Cluster72_Truck1437,Customer772,Cluster72,30.7,47.31,17.79,47.87,32.39,5.84,20.18293,79.789894,Not Sealed,Moderate,290.0
INDENT7372,Cluster72_Truck1437,Customer1372,Cluster72,43.25,0.2,27.69,51.32,17.32,29.93,22.034411,80.065748,Sealed,Good,290.0
INDENT9372,Cluster72_Truck1437,Customer1372,Cluster72,55.68,22.91,33.25,1.93,8.91,27.5,25.956125,89.187417,Not Sealed,Perfect,290.0
