Indent_ID,Truck_Number,Date_of_Receiving,Entering_Time,Exiting_Time,Customer_ID,Cluster_ID,Entering_Storage_Time,Exiting_Storage_Time,Truck_Capacity
INDENT11072,Cluster72_Truck1428,2022-08-14,2022-08-14 06:00:00,2022-08-14 12:00:00,Customer1072,Cluster72,2022-08-14 17:00:00,2022-08-14 20:00:00,250.0
INDENT12572,Cluster72_Truck1428,2023-08-04,2023-08-04 08:00:00,2023-08-04 09:00:00,Customer572,Cluster72,2023-08-04 17:00:00,2023-08-04 23:00:00,250.0
INDENT16472,Cluster72_Truck1428,2023-02-23,2023-02-23 06:00:00,2023-02-23 11:00:00,Customer472,Cluster72,2023-02-23 19:00:00,2023-02-24 00:00:00,250.0
INDENT1077,Cluster77_Truck1530,2022-02-10,2022-02-10 07:00:00,2022-02-10 09:00:00,Customer1077,Cluster77,2022-02-10 16:00:00,2022-02-10 22:00:00,350.0
INDENT1377,Cluster77_Truck1530,2022-12-10,2022-12-10 10:00:00,2022-12-10 16:00:00,Customer1377,Cluster77,2022-12-10 18:00:00,2022-12-11 02:00:00,350.0
INDENT3077,Cluster77_Truck1530,2023-06-01,2023-06-01 10:00:00,2023-06-01 12:00:00,Customer1077,Cluster77,2023-06-01 17:00:00,2023-06-01 23:00:00,350.0
INDENT4177,Cluster77_Truck1530,2022-08-21,2022-08-21 06:00:00,2022-08-21 11:00:00,Customer177,Cluster77,2022-08-21 20:00:00,2022-08-22 02:00:00,350.0
INDENT4777,Cluster77_Truck1530,2022-03-04,2022-03-04 10:00:00,2022-03-04 18:00:00,Customer777,Cluster77,2022-03-04 18:00:00,2022-03-04 23:00:00,350.0
INDENT7677,Cluster77_Truck1530,2023-12-20,2023-12-20 06:00:00,2023-12-20 11:00:00,Customer1677,Cluster77,2023-12-20 20:00:00,2023-12-21 03:00:00,350.0
INDENT10077,Cluster77_Truck1530,2023-05-16,2023-05-16 07:00:00,2023-05-16 12:00:00,Customer77,Cluster77,2023-05-16 16:00:00,2023-05-16 21:00:00,350.0
INDENT10577,Cluster77_Truck1530,2023-02-27,2023-02-27 09:00:00,2023-02-27 15:00:00,Customer577,Cluster77,2023-02-27 20:00:00,2023-02-28 03:00:00,350.0
INDENT11577,Cluster77_Truck1530,2023-11-07,2023-11-07 06:00:00,2023-11-07 10:00:00,Customer1577,Cluster77,2023-11-07 18:00:00,2023-11-07 23:00:00,350.0
INDENT14077,Cluster77_Truck1530,2023-07-25,2023-07-25 06:00:00,2023-07-25 09:00:00,Customer77,Cluster77,2023-07-25 19:00:00,2023-07-26 00:00:00,350.0
INDENT1078,Cluster78_Truck1558,2023-07-08,2023-07-08 10:00:00,2023-07-08 14:00:00,Customer1078,Cluster78,2023-07-08 17:00:00,2023-07-09 01:00:00,380.0
INDENT2478,Cluster78_Truck1558,2022-11-16,2022-11-16 10:00:00,2022-11-16 18:00:00,Customer478,Cluster78,2022-11-16 16:00:00,2022-11-16 20:00:00,380.0
INDENT2978,Cluster78_Truck1558,2022-10-16,2022-10-16 07:00:00,2022-10-16 13:00:00,Customer978,Cluster78,2022-10-16 16:00:00,2022-10-16 17:00:00,380.0
INDENT4378,Cluster78_Truck1558,2022-01-05,2022-01-05 09:00:00,2022-01-05 10:00:00,Customer378,Cluster78,2022-01-05 18:00:00,2022-01-05 20:00:00,380.0
INDENT7278,Cluster78_Truck1558,2022-06-16,2022-06-16 09:00:00,2022-06-16 10:00:00,Customer1278,Cluster78,2022-06-16 19:00:00,2022-06-17 03:00:00,380.0
INDENT8278,Cluster78_Truck1558,2023-08-27,2023-08-27 09:00:00,2023-08-27 14:00:00,Customer278,Cluster78,2023-08-27 19:00:00,2023-08-28 03:00:00,380.0
INDENT8878,Cluster78_Truck1558,2022-06-09,2022-06-09 08:00:00,2022-06-09 16:00:00,Customer878,Cluster78,2022-06-09 17:00:00,2022-06-09 21:00:00,380.0
INDENT9878,Cluster78_Truck1558,2023-07-01,2023-07-01 10:00:00,2023-07-01 15:00:00,Customer1878,Cluster78,2023-07-01 19:00:00,2023-07-02 01:00:00,380.0
INDENT11578,Cluster78_Truck1558,2022-07-02,2022-07-02 09:00:00,2022-07-02 16:00:00,Customer1578,Cluster78,2022-07-02 19:00:00,2022-07-03 01:00:00,380.0
INDENT17878,Cluster78_Truck1558,2022-01-28,2022-01-28 06:00:00,2022-01-28 14:00:00,Customer1878,Cluster78,2022-01-28 18:00:00,2022-01-28 20:00:00,380.0
INDENT1079,Cluster79_Truck1567,2023-11-07,2023-11-07 10:00:00,2023-11-07 12:00:00,Customer1079,Cluster79,2023-11-07 16:00:00,2023-11-07 18:00:00,290.0
INDENT2079,Cluster79_Truck1567,2022-08-01,2022-08-01 06:00:00,2022-08-01 07:00:00,Customer79,Cluster79,2022-08-01 16:00:00,2022-08-01 21:00:00,290.0
INDENT2279,Cluster79_Truck1567,2023-07-24,2023-07-24 09:00:00,2023-07-24 10:00:00,Customer279,Cluster79,2023-07-24 19:00:00,2023-07-25 01:00:00,290.0
INDENT2879,Cluster79_Truck1567,2023-01-19,2023-01-19 07:00:00,2023-01-19 12:00:00,Customer879,Cluster79,2023-01-19 17:00:00,2023-01-19 22:00:00,290.0
INDENT5479,Cluster79_Truck1567,2022-07-15,2022-07-15 10:00:00,2022-07-15 11:00:00,Customer1479,Cluster79,2022-07-15 20:00:00,2022-07-15 22:00:00,290.0
INDENT13579,Cluster79_Truck1567,2023-02-15,2023-02-15 08:00:00,2023-02-15 16:00:00,Customer1579,Cluster79,2023-02-15 19:00:00,2023-02-15 23:00:00,290.0
INDENT14379,Cluster79_Truck1567,2022-10-05,2022-10-05 09:00:00,2022-10-05 11:00:00,Customer379,Cluster79,2022-10-05 19:00:00,2022-10-05 20:00:00,290.0
INDENT14679,Cluster79_Truck1567,2023-01-03,2023-01-03 09:00:00,2023-01-03 16:00:00,Customer679,Cluster79,2023-01-03 18:00:00,2023-01-03 20:00:00,290.0
INDENT1080,Cluster80_Truck1595,2022-10-09,2022-10-09 09:00:00,2022-10-09 13:00:00,Customer1080,Cluster80,2022-10-09 19:00:00,2022-10-10 00:00:00,440.0
INDENT1680,Cluster80_Truck1595,2023-03-08,2023-03-08 10:00:00,2023-03-08 18:00:00,Customer1680,Cluster80,2023-03-08 19:00:00,2023-03-09 00:00:00,440.0
INDENT2880,Cluster80_Truck1595,2023-09-05,2023-09-05 09:00:00,2023-09-05 16:00:00,Customer880,Cluster80,2023-09-05 19:00:00,2023-09-05 20:00:00,440.0
INDENT4780,Cluster80_Truck1595,2022-03-22,2022-03-22 10:00:00,2022-03-22 16:00:00,Customer780,Cluster80,2022-03-22 19:00:00,2022-03-23 01:00:00,440.0
INDENT5580,Cluster80_Truck1595,2022-02-22,2022-02-22 08:00:00,2022-02-22 15:00:00,Customer1580,Cluster80,2022-02-22 20:00:00,2022-02-23 03:00:00,440.0
INDENT8380,Cluster80_Truck1595,2022-12-08,2022-12-08 09:00:00,2022-12-08 17:00:00,Customer380,Cluster80,2022-12-08 18:00:00,2022-12-08 23:00:00,440.0
INDENT11280,Cluster80_Truck1595,2022-05-16,2022-05-16 09:00:00,2022-05-16 11:00:00,Customer1280,Cluster80,2022-05-16 16:00:00,2022-05-16 17:00:00,440.0
INDENT11780,Cluster80_Truck1595,2022-02-08,2022-02-08 06:00:00,2022-02-08 14:00:00,Customer1780,Cluster80,2022-02-08 19:00:00,2022-02-08 22:00:00,440.0
INDENT14680,Cluster80_Truck1595,2023-01-09,2023-01-09 10:00:00,2023-01-09 15:00:00,Customer680,Cluster80,2023-01-09 18:00:00,2023-01-09 22:00:00,440.0
INDENT15480,Cluster80_Truck1595,2023-10-26,2023-10-26 07:00:00,2023-10-26 09:00:00,Customer1480,Cluster80,2023-10-26 17:00:00,2023-10-26 20:00:00,440.0
INDENT16480,Cluster80_Truck1595,2022-10-23,2022-10-23 10:00:00,2022-10-23 14:00:00,Customer480,Cluster80,2022-10-23 18:00:00,2022-10-23 22:00:00,440.0
INDENT17780,Cluster80_Truck1595,2023-02-24,2023-02-24 06:00:00,2023-02-24 11:00:00,Customer1780,Cluster80,2023-02-24 17:00:00,2023-02-24 18:00:00,440.0
INDENT1081,Cluster81_Truck1614,2023-12-13,2023-12-13 10:00:00,2023-12-13 15:00:00,Customer1081,Cluster81,2023-12-13 19:00:00,2023-12-14 02:00:00,420.0
INDENT1981,Cluster81_Truck1614,2022-09-18,2022-09-18 09:00:00,2022-09-18 15:00:00,Customer1981,Cluster81,2022-09-18 18:00:00,2022-09-19 01:00:00,420.0
INDENT3281,Cluster81_Truck1614,2022-05-10,2022-05-10 09:00:00,2022-05-10 12:00:00,Customer1281,Cluster81,2022-05-10 17:00:00,2022-05-11 01:00:00,420.0
INDENT3481,Cluster81_Truck1614,2023-12-10,2023-12-10 06:00:00,2023-12-10 11:00:00,Customer1481,Cluster81,2023-12-10 16:00:00,2023-12-10 18:00:00,420.0
INDENT4281,Cluster81_Truck1614,2023-10-08,2023-10-08 10:00:00,2023-10-08 14:00:00,Customer281,Cluster81,2023-10-08 19:00:00,2023-10-09 01:00:00,420.0
INDENT5181,Cluster81_Truck1614,2023-02-07,2023-02-07 10:00:00,2023-02-07 18:00:00,Customer1181,Cluster81,2023-02-07 16:00:00,2023-02-07 21:00:00,420.0
INDENT7181,Cluster81_Truck1614,2022-02-14,2022-02-14 09:00:00,2022-02-14 14:00:00,Customer1181,Cluster81,2022-02-14 17:00:00,2022-02-14 19:00:00,420.0
INDENT8381,Cluster81_Truck1614,2023-09-11,2023-09-11 10:00:00,2023-09-11 12:00:00,Customer381,Cluster81,2023-09-11 20:00:00,2023-09-11 22:00:00,420.0
INDENT9281,Cluster81_Truck1614,2022-01-04,2022-01-04 06:00:00,2022-01-04 09:00:00,Customer1281,Cluster81,2022-01-04 17:00:00,2022-01-04 18:00:00,420.0
INDENT9481,Cluster81_Truck1614,2023-09-21,2023-09-21 10:00:00,2023-09-21 18:00:00,Customer1481,Cluster81,2023-09-21 19:00:00,2023-09-22 00:00:00,420.0
INDENT12681,Cluster81_Truck1614,2023-11-24,2023-11-24 10:00:00,2023-11-24 11:00:00,Customer681,Cluster81,2023-11-24 20:00:00,2023-11-24 23:00:00,420.0
INDENT13581,Cluster81_Truck1614,2022-11-15,2022-11-15 07:00:00,2022-11-15 12:00:00,Customer1581,Cluster81,2022-11-15 20:00:00,2022-11-16 01:00:00,420.0
INDENT14781,Cluster81_Truck1614,2023-09-30,2023-09-30 10:00:00,2023-09-30 14:00:00,Customer781,Cluster81,2023-09-30 18:00:00,2023-10-01 00:00:00,420.0
INDENT1082,Cluster82_Truck1621,2023-11-18,2023-11-18 07:00:00,2023-11-18 08:00:00,Customer1082,Cluster82,2023-11-18 16:00:00,2023-11-18 22:00:00,350.0
INDENT3782,Cluster82_Truck1621,2023-07-10,2023-07-10 07:00:00,2023-07-10 12:00:00,Customer1782,Cluster82,2023-07-10 16:00:00,2023-07-11 00:00:00,350.0
INDENT4382,Cluster82_Truck1621,2022-10-22,2022-10-22 10:00:00,2022-10-22 18:00:00,Customer382,Cluster82,2022-10-22 18:00:00,2022-10-22 23:00:00,350.0
INDENT4782,Cluster82_Truck1621,2023-04-25,2023-04-25 10:00:00,2023-04-25 15:00:00,Customer782,Cluster82,2023-04-25 19:00:00,2023-04-25 22:00:00,350.0
INDENT7782,Cluster82_Truck1621,2022-04-16,2022-04-16 09:00:00,2022-04-16 11:00:00,Customer1782,Cluster82,2022-04-16 16:00:00,2022-04-16 21:00:00,350.0
INDENT9382,Cluster82_Truck1621,2022-07-06,2022-07-06 08:00:00,2022-07-06 15:00:00,Customer1382,Cluster82,2022-07-06 16:00:00,2022-07-06 17:00:00,350.0
INDENT10082,Cluster82_Truck1621,2023-06-26,2023-06-26 09:00:00,2023-06-26 10:00:00,Customer82,Cluster82,2023-06-26 20:00:00,2023-06-26 23:00:00,350.0
INDENT12582,Cluster82_Truck1621,2023-10-12,2023-10-12 07:00:00,2023-10-12 15:00:00,Customer582,Cluster82,2023-10-12 19:00:00,2023-10-13 00:00:00,350.0
INDENT13582,Cluster82_Truck1621,2023-06-09,2023-06-09 06:00:00,2023-06-09 09:00:00,Customer1582,Cluster82,2023-06-09 17:00:00,2023-06-09 18:00:00,350.0
INDENT13782,Cluster82_Truck1621,2022-06-10,2022-06-10 10:00:00,2022-06-10 17:00:00,Customer1782,Cluster82,2022-06-10 18:00:00,2022-06-10 22:00:00,350.0
INDENT1083,Cluster83_Truck1657,2023-05-19,2023-05-19 06:00:00,2023-05-19 11:00:00,Customer1083,Cluster83,2023-05-19 18:00:00,2023-05-20 01:00:00,270.0
INDENT3783,Cluster83_Truck1657,2022-04-12,2022-04-12 06:00:00,2022-04-12 14:00:00,Customer1783,Cluster83,2022-04-12 16:00:00,2022-04-13 00:00:00,270.0
INDENT9283,Cluster83_Truck1657,2022-12-17,2022-12-17 09:00:00,2022-12-17 14:00:00,Customer1283,Cluster83,2022-12-17 18:00:00,2022-12-17 23:00:00,270.0
INDENT12683,Cluster83_Truck1657,2022-12-08,2022-12-08 07:00:00,2022-12-08 08:00:00,Customer683,Cluster83,2022-12-08 17:00:00,2022-12-08 21:00:00,270.0
INDENT12983,Cluster83_Truck1657,2022-02-26,2022-02-26 06:00:00,2022-02-26 07:00:00,Customer983,Cluster83,2022-02-26 16:00:00,2022-02-26 19:00:00,270.0
INDENT13783,Cluster83_Truck1657,2022-08-05,2022-08-05 06:00:00,2022-08-05 10:00:00,Customer1783,Cluster83,2022-08-05 19:00:00,2022-08-06 03:00:00,270.0
INDENT14783,Cluster83_Truck1657,2022-06-29,2022-06-29 06:00:00,2022-06-29 13:00:00,Customer783,Cluster83,2022-06-29 20:00:00,2022-06-29 23:00:00,270.0
INDENT1085,Cluster85_Truck1687,2023-08-12,2023-08-12 08:00:00,2023-08-12 10:00:00,Customer1085,Cluster85,2023-08-12 16:00:00,2023-08-13 00:00:00,470.0
INDENT2285,Cluster85_Truck1687,2023-12-01,2023-12-01 09:00:00,2023-12-01 14:00:00,Customer285,Cluster85,2023-12-01 18:00:00,2023-12-01 20:00:00,470.0
INDENT3285,Cluster85_Truck1687,2022-02-05,2022-02-05 07:00:00,2022-02-05 14:00:00,Customer1285,Cluster85,2022-02-05 18:00:00,2022-02-05 22:00:00,470.0
INDENT6085,Cluster85_Truck1687,2022-01-04,2022-01-04 08:00:00,2022-01-04 16:00:00,Customer85,Cluster85,2022-01-04 20:00:00,2022-01-05 04:00:00,470.0
INDENT7185,Cluster85_Truck1687,2022-11-26,2022-11-26 10:00:00,2022-11-26 12:00:00,Customer1185,Cluster85,2022-11-26 18:00:00,2022-11-26 23:00:00,470.0
INDENT9285,Cluster85_Truck1687,2022-05-07,2022-05-07 06:00:00,2022-05-07 11:00:00,Customer1285,Cluster85,2022-05-07 16:00:00,2022-05-07 19:00:00,470.0
INDENT10185,Cluster85_Truck1687,2022-03-16,2022-03-16 10:00:00,2022-03-16 15:00:00,Customer185,Cluster85,2022-03-16 18:00:00,2022-03-17 01:00:00,470.0
INDENT10385,Cluster85_Truck1687,2023-09-22,2023-09-22 06:00:00,2023-09-22 14:00:00,Customer385,Cluster85,2023-09-22 16:00:00,2023-09-22 22:00:00,470.0
INDENT11585,Cluster85_Truck1687,2023-12-23,2023-12-23 08:00:00,2023-12-23 15:00:00,Customer1585,Cluster85,2023-12-23 18:00:00,2023-12-24 00:00:00,470.0
INDENT11985,Cluster85_Truck1687,2023-03-01,2023-03-01 07:00:00,2023-03-01 10:00:00,Customer1985,Cluster85,2023-03-01 19:00:00,2023-03-02 01:00:00,470.0
INDENT12385,Cluster85_Truck1687,2023-02-28,2023-02-28 09:00:00,2023-02-28 12:00:00,Customer385,Cluster85,2023-02-28 16:00:00,2023-02-28 23:00:00,470.0
INDENT13885,Cluster85_Truck1687,2023-08-25,2023-08-25 09:00:00,2023-08-25 12:00:00,Customer1885,Cluster85,2023-08-25 16:00:00,2023-08-25 17:00:00,470.0
INDENT14885,Cluster85_Truck1687,2023-10-02,2023-10-02 09:00:00,2023-10-02 12:00:00,Customer885,Cluster85,2023-10-02 18:00:00,2023-10-03 00:00:00,470.0
INDENT15185,Cluster85_Truck1687,2022-06-26,2022-06-26 06:00:00,2022-06-26 08:00:00,Customer1185,Cluster85,2022-06-26 18:00:00,2022-06-27 01:00:00,470.0
INDENT16785,Cluster85_Truck1687,2023-10-21,2023-10-21 07:00:00,2023-10-21 14:00:00,Customer785,Cluster85,2023-10-21 16:00:00,2023-10-22 00:00:00,470.0
INDENT17985,Cluster85_Truck1687,2022-08-01,2022-08-01 10:00:00,2022-08-01 16:00:00,Customer1985,Cluster85,2022-08-01 20:00:00,2022-08-02 02:00:00,470.0
INDENT1087,Cluster87_Truck1729,2023-08-20,2023-08-20 06:00:00,2023-08-20 12:00:00,Customer1087,Cluster87,2023-08-20 20:00:00,2023-08-21 01:00:00,440.0
INDENT1287,Cluster87_Truck1729,2022-09-16,2022-09-16 08:00:00,2022-09-16 10:00:00,Customer1287,Cluster87,2022-09-16 18:00:00,2022-09-17 02:00:00,440.0
INDENT3587,Cluster87_Truck1729,2022-03-08,2022-03-08 07:00:00,2022-03-08 14:00:00,Customer1587,Cluster87,2022-03-08 17:00:00,2022-03-09 00:00:00,440.0
INDENT4087,Cluster87_Truck1729,2022-02-22,2022-02-22 08:00:00,2022-02-22 16:00:00,Customer87,Cluster87,2022-02-22 16:00:00,2022-02-22 17:00:00,440.0
INDENT6187,Cluster87_Truck1729,2023-03-31,2023-03-31 10:00:00,2023-03-31 13:00:00,Customer187,Cluster87,2023-03-31 17:00:00,2023-03-31 21:00:00,440.0
INDENT9387,Cluster87_Truck1729,2022-10-25,2022-10-25 10:00:00,2022-10-25 15:00:00,Customer1387,Cluster87,2022-10-25 20:00:00,2022-10-26 04:00:00,440.0
INDENT9487,Cluster87_Truck1729,2023-03-28,2023-03-28 06:00:00,2023-03-28 12:00:00,Customer1487,Cluster87,2023-03-28 20:00:00,2023-03-28 23:00:00,440.0
INDENT11287,Cluster87_Truck1729,2023-05-12,2023-05-12 07:00:00,2023-05-12 10:00:00,Customer1287,Cluster87,2023-05-12 17:00:00,2023-05-13 00:00:00,440.0
INDENT11887,Cluster87_Truck1729,2022-01-21,2022-01-21 09:00:00,2022-01-21 16:00:00,Customer1887,Cluster87,2022-01-21 16:00:00,2022-01-21 23:00:00,440.0
INDENT15687,Cluster87_Truck1729,2023-01-17,2023-01-17 07:00:00,2023-01-17 08:00:00,Customer1687,Cluster87,2023-01-17 16:00:00,2023-01-17 19:00:00,440.0
INDENT16187,Cluster87_Truck1729,2022-06-28,2022-06-28 07:00:00,2022-06-28 08:00:00,Customer187,Cluster87,2022-06-28 16:00:00,2022-06-28 20:00:00,440.0
INDENT16487,Cluster87_Truck1729,2023-05-06,2023-05-06 10:00:00,2023-05-06 17:00:00,Customer487,Cluster87,2023-05-06 20:00:00,2023-05-07 01:00:00,440.0
INDENT1088,Cluster88_Truck1753,2023-10-02,2023-10-02 10:00:00,2023-10-02 15:00:00,Customer1088,Cluster88,2023-10-02 20:00:00,2023-10-03 03:00:00,280.0
INDENT3388,Cluster88_Truck1753,2022-04-22,2022-04-22 07:00:00,2022-04-22 11:00:00,Customer1388,Cluster88,2022-04-22 20:00:00,2022-04-22 22:00:00,280.0
INDENT5588,Cluster88_Truck1753,2023-09-25,2023-09-25 10:00:00,2023-09-25 16:00:00,Customer1588,Cluster88,2023-09-25 19:00:00,2023-09-25 23:00:00,280.0
INDENT5888,Cluster88_Truck1753,2022-01-04,2022-01-04 10:00:00,2022-01-04 15:00:00,Customer1888,Cluster88,2022-01-04 17:00:00,2022-01-04 22:00:00,280.0
INDENT6688,Cluster88_Truck1753,2022-03-27,2022-03-27 07:00:00,2022-03-27 15:00:00,Customer688,Cluster88,2022-03-27 18:00:00,2022-03-28 01:00:00,280.0
INDENT9288,Cluster88_Truck1753,2022-06-25,2022-06-25 06:00:00,2022-06-25 13:00:00,Customer1288,Cluster88,2022-06-25 18:00:00,2022-06-25 21:00:00,280.0
INDENT14688,Cluster88_Truck1753,2023-12-13,2023-12-13 07:00:00,2023-12-13 11:00:00,Customer688,Cluster88,2023-12-13 18:00:00,2023-12-14 00:00:00,280.0
INDENT1089,Cluster89_Truck1771,2022-08-25,2022-08-25 10:00:00,2022-08-25 14:00:00,Customer1089,Cluster89,2022-08-25 17:00:00,2022-08-25 20:00:00,380.0
INDENT1489,Cluster89_Truck1771,2022-04-11,2022-04-11 09:00:00,2022-04-11 17:00:00,Customer1489,Cluster89,2022-04-11 19:00:00,2022-04-12 00:00:00,380.0
INDENT2789,Cluster89_Truck1771,2023-07-26,2023-07-26 10:00:00,2023-07-26 15:00:00,Customer789,Cluster89,2023-07-26 19:00:00,2023-07-26 20:00:00,380.0
INDENT3289,Cluster89_Truck1771,2023-10-21,2023-10-21 10:00:00,2023-10-21 11:00:00,Customer1289,Cluster89,2023-10-21 17:00:00,2023-10-21 22:00:00,380.0
INDENT7289,Cluster89_Truck1771,2023-01-19,2023-01-19 09:00:00,2023-01-19 10:00:00,Customer1289,Cluster89,2023-01-19 18:00:00,2023-01-20 01:00:00,380.0
INDENT9089,Cluster89_Truck1771,2022-01-21,2022-01-21 10:00:00,2022-01-21 13:00:00,Customer1089,Cluster89,2022-01-21 18:00:00,2022-01-22 00:00:00,380.0
INDENT9689,Cluster89_Truck1771,2022-05-14,2022-05-14 07:00:00,2022-05-14 10:00:00,Customer1689,Cluster89,2022-05-14 18:00:00,2022-05-14 22:00:00,380.0
INDENT11089,Cluster89_Truck1771,2022-03-26,2022-03-26 09:00:00,2022-03-26 16:00:00,Customer1089,Cluster89,2022-03-26 19:00:00,2022-03-27 03:00:00,380.0
INDENT14089,Cluster89_Truck1771,2023-12-28,2023-12-28 06:00:00,2023-12-28 12:00:00,Customer89,Cluster89,2023-12-28 19:00:00,2023-12-28 20:00:00,380.0
INDENT14989,Cluster89_Truck1771,2022-09-11,2022-09-11 08:00:00,2022-09-11 10:00:00,Customer989,Cluster89,2022-09-11 18:00:00,2022-09-11 23:00:00,380.0
INDENT16789,Cluster89_Truck1771,2022-10-17,2022-10-17 07:00:00,2022-10-17 10:00:00,Customer789,Cluster89,2022-10-17 20:00:00,2022-10-18 03:00:00,380.0
INDENT1090,Cluster90_Truck1787,2022-05-08,2022-05-08 09:00:00,2022-05-08 10:00:00,Customer1090,Cluster90,2022-05-08 16:00:00,2022-05-08 21:00:00,480.0
INDENT2790,Cluster90_Truck1787,2023-06-08,2023-06-08 08:00:00,2023-06-08 14:00:00,Customer790,Cluster90,2023-06-08 19:00:00,2023-06-08 20:00:00,480.0
INDENT5990,Cluster90_Truck1787,2023-09-19,2023-09-19 07:00:00,2023-09-19 11:00:00,Customer1990,Cluster90,2023-09-19 20:00:00,2023-09-20 00:00:00,480.0
INDENT8790,Cluster90_Truck1787,2023-04-10,2023-04-10 10:00:00,2023-04-10 18:00:00,Customer790,Cluster90,2023-04-10 18:00:00,2023-04-11 01:00:00,480.0
INDENT9590,Cluster90_Truck1787,2023-01-06,2023-01-06 07:00:00,2023-01-06 14:00:00,Customer1590,Cluster90,2023-01-06 19:00:00,2023-01-06 23:00:00,480.0
INDENT10590,Cluster90_Truck1787,2022-09-29,2022-09-29 08:00:00,2022-09-29 12:00:00,Customer590,Cluster90,2022-09-29 19:00:00,2022-09-30 03:00:00,480.0
INDENT11290,Cluster90_Truck1787,2022-07-28,2022-07-28 06:00:00,2022-07-28 10:00:00,Customer1290,Cluster90,2022-07-28 17:00:00,2022-07-28 23:00:00,480.0
INDENT11490,Cluster90_Truck1787,2023-06-21,2023-06-21 10:00:00,2023-06-21 12:00:00,Customer1490,Cluster90,2023-06-21 16:00:00,2023-06-21 21:00:00,480.0
INDENT11890,Cluster90_Truck1787,2023-11-09,2023-11-09 09:00:00,2023-11-09 14:00:00,Customer1890,Cluster90,2023-11-09 19:00:00,2023-11-10 03:00:00,480.0
INDENT14990,Cluster90_Truck1787,2023-06-23,2023-06-23 09:00:00,2023-06-23 17:00:00,Customer990,Cluster90,2023-06-23 16:00:00,2023-06-24 00:00:00,480.0
INDENT17090,Cluster90_Truck1787,2022-11-19,2022-11-19 08:00:00,2022-11-19 12:00:00,Customer1090,Cluster90,2022-11-19 20:00:00,2022-11-20 04:00:00,480.0
INDENT1091,Cluster91_Truck1820,2023-04-08,2023-04-08 08:00:00,2023-04-08 10:00:00,Customer1091,Cluster91,2023-04-08 16:00:00,2023-04-08 21:00:00,250.0
INDENT6991,Cluster91_Truck1820,2022-12-08,2022-12-08 10:00:00,2022-12-08 14:00:00,Customer991,Cluster91,2022-12-08 20:00:00,2022-12-09 03:00:00,250.0
INDENT8091,Cluster91_Truck1820,2023-10-28,2023-10-28 09:00:00,2023-10-28 17:00:00,Customer91,Cluster91,2023-10-28 20:00:00,2023-10-29 03:00:00,250.0
INDENT11891,Cluster91_Truck1820,2023-04-06,2023-04-06 09:00:00,2023-04-06 15:00:00,Customer1891,Cluster91,2023-04-06 19:00:00,2023-04-06 22:00:00,250.0
INDENT13291,Cluster91_Truck1820,2022-06-13,2022-06-13 08:00:00,2022-06-13 16:00:00,Customer1291,Cluster91,2022-06-13 19:00:00,2022-06-14 02:00:00,250.0
INDENT15491,Cluster91_Truck1820,2022-09-22,2022-09-22 10:00:00,2022-09-22 15:00:00,Customer1491,Cluster91,2022-09-22 17:00:00,2022-09-22 23:00:00,250.0
INDENT17091,Cluster91_Truck1820,2023-05-07,2023-05-07 06:00:00,2023-05-07 08:00:00,Customer1091,Cluster91,2023-05-07 18:00:00,2023-05-07 20:00:00,250.0
INDENT1093,Cluster93_Truck1847,2023-12-14,2023-12-14 08:00:00,2023-12-14 12:00:00,Customer1093,Cluster93,2023-12-14 16:00:00,2023-12-14 17:00:00,540.0
INDENT1593,Cluster93_Truck1847,2022-07-12,2022-07-12 09:00:00,2022-07-12 10:00:00,Customer1593,Cluster93,2022-07-12 18:00:00,2022-07-12 19:00:00,540.0
INDENT1893,Cluster93_Truck1847,2022-12-14,2022-12-14 06:00:00,2022-12-14 09:00:00,Customer1893,Cluster93,2022-12-14 17:00:00,2022-12-14 22:00:00,540.0
INDENT2593,Cluster93_Truck1847,2022-04-21,2022-04-21 09:00:00,2022-04-21 15:00:00,Customer593,Cluster93,2022-04-21 17:00:00,2022-04-22 01:00:00,540.0
INDENT3193,Cluster93_Truck1847,2023-01-18,2023-01-18 07:00:00,2023-01-18 09:00:00,Customer1193,Cluster93,2023-01-18 18:00:00,2023-01-19 01:00:00,540.0
INDENT3493,Cluster93_Truck1847,2022-03-24,2022-03-24 07:00:00,2022-03-24 12:00:00,Customer1493,Cluster93,2022-03-24 17:00:00,2022-03-24 21:00:00,540.0
INDENT5293,Cluster93_Truck1847,2023-01-11,2023-01-11 08:00:00,2023-01-11 09:00:00,Customer1293,Cluster93,2023-01-11 16:00:00,2023-01-11 22:00:00,540.0
INDENT7193,Cluster93_Truck1847,2023-03-16,2023-03-16 06:00:00,2023-03-16 14:00:00,Customer1193,Cluster93,2023-03-16 17:00:00,2023-03-16 23:00:00,540.0
INDENT8493,Cluster93_Truck1847,2023-07-09,2023-07-09 09:00:00,2023-07-09 17:00:00,Customer493,Cluster93,2023-07-09 18:00:00,2023-07-10 02:00:00,540.0
INDENT8793,Cluster93_Truck1847,2023-05-22,2023-05-22 09:00:00,2023-05-22 12:00:00,Customer793,Cluster93,2023-05-22 18:00:00,2023-05-23 02:00:00,540.0
INDENT10393,Cluster93_Truck1847,2023-07-25,2023-07-25 06:00:00,2023-07-25 11:00:00,Customer393,Cluster93,2023-07-25 19:00:00,2023-07-25 21:00:00,540.0
